block,Total Employment
060376025051003,14
060376025052000,66
060376025052001,2
060376025052002,4
060376025052003,111
060376025061000,36
060376025061001,5
060376025061003,108
060376025062000,88
060376025062002,26
060376025071000,132
060376025071002,8
060376025071003,12
060376025071004,4
060376025071005,14
060376025071006,60
060376025072000,57
060376025072001,22
060376025081000,43
060376025081001,4
060376025081003,2
060376025081004,9
060376025081005,22
060376025081006,9
060376025081008,3
060376025081009,11
060376025082000,11
060376025082001,8
060376025082002,9
060376025082003,91
060376025082004,12
060376025083000,3
060376025083001,20
060376025083003,129
060376025083004,1
060376025084000,131
060376025084002,65
060376025084003,60
060376025084004,2
060376025091000,51
060376025091001,43
060376025091002,349
060376025091003,69
060376025091004,493
060376025091005,202
060376025091007,18
060376025091008,7
060376025091009,2
060376025091010,4
060376025091011,43
060376025091012,4
060376025091013,3
060376025092000,36
060376025092001,4
060376025092002,5
060376025092003,1
060376025092005,1
060376025093009,5852
060376025093010,235
060376025093011,231
060376025093012,81
060376025093013,19
060376025093014,82
060376025093016,471
060376025093017,6
060376025093018,3
060376025093019,1
060376025093020,3
060376025093021,653
060376025093022,7
060376025093023,36
060376025093024,18
060376025093026,5
060376025093028,8
060376025094000,10
060376025094001,14
060376025094002,9
060376026001000,26
060376026001002,43
060376026001004,1
060376026001005,4
060376026001006,28
060376026001007,430
060376026001008,249
060376026001009,5
060376026001010,20
060376026002000,215
060376026002001,7
060376026002003,2
060376026002004,5
060376026002005,78
060376026002007,2
060376026002008,1
060376026002009,3
060376026002010,20
060376026002011,4
060376026003000,10
060376026003002,14
060376026003003,1
060376026004001,2
060376026004002,5
060376026004003,3
060376026004005,1
060376026004006,9
060376026004007,2
060376026005001,1
060376026005002,49
060376026005004,3
060376026005005,4
060376026005006,4
060376026006000,2
060376026006001,8
060376026006002,33
060376026006004,18
060376026006005,2
060376026006007,11
060376026006009,5
060376026006011,60
060376026007001,4
060376026007002,3
060376026007003,9
060376026007004,6
060376026007005,3
060376026007006,5
060376026007007,2
060376026007008,4
060376026007009,5
060376027001000,155
060376027001001,123
060376027001002,8
060376027001004,2
060376027001005,5
060376027001006,4
060376027001007,2
060376027001012,76
060376027001013,10
060376027001023,1
060376027002001,1
060376027002004,1
060376027002006,2
060376027002007,43
060376027002009,6
060376027002010,2
060376027002012,1
060376027002015,1
060376027002016,7
060376027003001,6
060376027003005,10
060376027003006,2
060376027003007,1
060376027003008,1
060376027003010,3
060376027003011,1
060376027004000,54
060376027004001,2
060376027004004,5
060376027004005,3
060376027004006,5
060376027004014,92
060376027004016,1
060376027004017,1
060376027004019,400
060376027004023,253
060376027004024,236
060376027004026,35
060376027004027,87
060376027004030,81
060376027004031,110
060376027004034,321
060376027004035,92
060376027004036,27
060376027004038,57
060376027004039,52
060376028011001,11
060376028011002,3
060376028011003,23
060376028011004,1
060376028011005,6
060376028011016,4
060376028011017,5
060376028011018,10
060376028011019,3
060376028011020,8
060376028011021,1
060376028011022,6
060376028011024,4
060376028011025,10
060376028011026,86
060376028011027,8
060376028011029,2
060376028011030,1
060376028011031,4
060376028011032,3
060376028011033,3
060376028012000,2
060376028012001,51
060376028012002,8
060376028012003,3
060376028012005,467
060376028012012,4
060376028012013,2
060376028012014,2
060376028021001,3
060376028021002,2
060376028021005,1
060376028021006,2
060376028021007,1
060376028021008,4
060376028021012,2
060376028021013,9
060376028021014,3
060376028021015,2
060376028021016,5
060376028022000,1
060376028022001,1
060376028022002,1
060376028022005,2
060376028022007,34
060376028022008,7
060376028022010,1
060376028022012,21
060376028022013,21
060376028022014,5
060376028022015,3
060376028023000,3
060376028023002,1
060376028023003,10
060376028023004,4
060376028023005,4
060376028023007,1
060376028023008,2
060376028023009,2
060376028024001,1
060376028024002,4
060376028024003,1
060376028024004,4
060376028024005,3
060376028024008,4
060376028024009,3
060376028024010,1
060376028024011,2
060376028024012,137
060376028024013,59
060376028024014,15
060376028024015,28
060376029001000,2
060376029001001,2
060376029001002,266
060376029001004,264
060376029001005,197
060376029001006,387
060376029001007,319
060376029001008,25
060376029001009,164
060376029001010,3
060376029001018,1
060376029001019,1
060376029002001,6
060376029002002,1
060376029002003,251
060376029002004,32
060376029002005,13
060376029002006,14
060376029002007,155
060376029002010,66
060376029002011,569
060376029002012,2
060376029002013,703
060376029002014,357
060376029002015,6
060376029002016,3
060376029002017,6
060376029002018,2
060376029003000,4
060376029003002,1
060376029003003,16
060376029003005,74
060376029003006,655
060376029003008,22
060376029003009,190
060376029003010,80
060376029003012,638
060376029003013,362
060376029003014,248
060376029003015,661
060376029003016,479
060376029003017,6
060376029003018,12
060376029003019,50
060376029003020,12
060376029003021,19
060376029003023,18
060376029003026,2
060376029003027,37
060376029003028,38
060376029003029,82
060376029003030,123
060376030011001,52
060376030011002,38
060376030011004,14
060376030011006,1
060376030011008,33
060376030011009,119
060376030011012,61
060376030012002,539
060376030012003,2
060376030012004,2
060376030012006,1
060376030012008,1
060376030013000,181
060376030013001,5
060376030013003,9
060376030013004,4
060376030013005,6
060376030013006,4
060376030014000,8
060376030014001,3
060376030014006,18
060376030014007,90
060376030014008,4
060376030014009,4
060376030014010,6
060376030014011,4
060376030014012,8
060376030014014,2
060376030041000,275
060376030041001,789
060376030041002,229
060376030041003,38
060376030041004,41
060376030051000,8
060376030051001,15
060376030051002,63
060376030051003,36
060376030051004,12
060376030051005,7
060376030051006,16
060376030052000,42
060376030052001,1
060376030052002,9
060376030053000,73
060376030053001,1
060376030053002,16
060376030053004,4
060376030053009,8
060376030061000,2
060376030061002,62
060376030061003,62
060376030061004,3
060376030061006,40
060376030061008,3
060376030061010,531
060376030061011,225
060376030061012,4
060376030061014,682
060376030062000,306
060376030062003,2
060376031011001,58
060376031011002,10
060376031011003,63
060376031011008,5
060376031011010,20
060376031011011,3
060376031011012,3
060376031012004,35
060376031012005,4
060376031012006,8
060376031012007,5
060376031012008,2
060376031012010,1
060376031012013,1
060376031012014,9
060376031012019,16
060376031012020,3
060376031012022,24
060376031012023,27
060376031012024,1
060376031012025,7
060376031013001,665
060376031013002,36
060376031013003,20
060376031013004,393
060376031013005,17
060376031013006,6
060376031013007,382
060376031013010,43
060376031021000,63
060376031021001,5
060376031021002,159
060376031021007,25
060376031021008,9
060376031021009,19
060376031021011,10
060376031022000,11
060376031022001,10
060376031022003,3
060376031022005,1
060376031022006,3
060376031022007,9
060376031023000,123
060376031023001,11
060376031023002,430
060376032001000,45
060376032001002,6
060376032001005,11
060376032001006,6
060376032001007,675
060376032001012,147
060376032001013,25
060376032001016,28
060376032001020,1
060376032002000,454
060376032002001,19
060376032002004,313
060376032002005,15
060376032002009,2
060376032002013,64
060376032002014,8
060376032003000,66
060376032003001,173
060376032003007,30
060376032003008,5
060376032003011,5
060376032003012,1
060376032003017,17
060376033011000,250
060376033011001,3
060376033011002,11
060376033011004,7
060376033011006,1
060376033011008,2
060376033011009,18
060376033011010,9
060376033011011,3
060376033011012,17
060376033011013,35
060376033012001,3
060376033012002,6
060376033012004,4
060376033012005,6
060376033012006,2
060376033012008,122
060376033012010,3
060376033012011,3
060376033012012,5
060376033012013,8
060376033013000,5
060376033013001,2
060376033013002,214
060376033013004,495
060376033013005,17
060376033013006,155
060376033013007,2
060376033013008,1
060376033013009,19
060376033021000,44
060376033021001,2
060376033021003,28
060376033021004,2
060376033021005,1
060376033021006,1
060376033021008,118
060376033021010,13
060376033021011,1
060376033021012,2
060376033021013,1
060376033022000,17
060376033022001,1
060376033022002,11
060376033022004,5
060376033022005,35
060376033022006,1
060376033022007,4
060376033022008,1
060376033022009,2
060376033022010,96
060376033022013,5
060376033022014,3
060376033022017,9
060376033022018,5
060376033022021,36
060376033022022,245
060376033022024,267
060376033023000,31
060376033023001,3
060376033023002,1
060376033023006,177
060376033023008,24
060376033023009,2
060376033023010,479
060376033023011,231
060376033023017,9
060376033023019,721
060376033023021,4
060376033023023,4
060376033023024,29
060376033023028,4
060376034001000,2
060376034001001,11
060376034001002,7
060376034001003,44
060376034001004,23
060376034001005,5
060376034001006,1
060376034001007,2
060376034001008,1
060376034001009,34
060376034001011,1
060376034001012,49
060376034001015,7
060376034001016,3
060376034002000,11
060376034002001,5
060376034002003,2
060376034002004,2
060376034002005,23
060376034002006,17
060376034002009,1
060376034002011,295
060376034002012,264
060376034002014,512
060376034002015,324
060376034002017,26
060376034003000,10
060376034003001,1
060376034003002,10
060376034003003,5
060376034003004,7
060376034003005,3
060376034003007,97
060376034003008,9
060376034003010,3
060376034003013,4
060376034003016,11
060376035001000,289
060376035001001,3
060376035001002,4
060376035001003,1
060376035001004,2
060376035001005,3
060376035001006,2
060376035001008,10
060376035002000,172
060376035002001,38
060376035002002,31
060376035002005,5
060376035002006,15
060376035002007,166
060376035002008,1
060376035002012,13
060376035002013,1
060376035003000,40
060376035003001,1
060376035003002,2
060376035003003,7
060376035003006,5
060376035003007,1
060376035003008,1
060376035003010,4
060376036001001,37
060376036001002,12
060376036001003,8
060376036001004,1
060376036001005,1
060376036001007,1
060376036001008,5
060376036001009,5
060376036001010,10
060376036001011,7
060376036002000,2
060376036002003,2
060376036002004,2
060376036002005,1
060376036002009,2
060376036002010,1
060376036002011,2
060376036002012,7
060376036002016,1
060376036002018,2
060376036003002,8
060376036003003,27
060376036003005,2
060376036003011,1
060376036003017,137
060376036003018,184
060376036003020,4
060376036003021,14
060376036003025,8
060376037021000,30
060376037021001,8
060376037021003,5
060376037021004,2
060376037021005,9
060376037021006,144
060376037022000,13
060376037022002,3
060376037022003,6
060376037022004,8
060376037022018,1830
060376037022028,48
060376037022030,38
060376037023000,1
060376037023002,5
060376037023004,9
060376037023005,1
060376037023006,3
060376037023008,8
060376037023009,1
060376037023010,3
060376037023011,77
060376037024001,5
060376037024002,9
060376037024003,4
060376037024004,121
060376037024005,22
060376037024007,5
060376037024008,4
060376037024009,1
060376037024010,1
060376037024012,7
060376037024013,1
060376037031003,2
060376037031004,3
060376037031006,2
060376037031009,10
060376037032000,3
060376037032001,3
060376037032003,9
060376037032004,1
060376037032006,2
060376037032007,12
060376037032008,15
060376037033000,281
060376037033004,4
060376037041000,4
060376037041001,85
060376037041004,12
060376037041005,3
060376037042000,21
060376037042001,36
060376037042002,6
060376037042003,72
060376037042004,64
060376037042005,1
060376037042006,1
060376037042007,1
060376037042009,3
060376037042010,2
060376037042011,4
060376037042014,58
060376037042015,2
060376037042016,2
060376037042017,7
060376037042019,1
060376037043000,49
060376037043001,7
060376037043002,3
060376037043003,5
060376037043005,2
060376037043006,3
060376037043009,3
060376037043010,2
060376037043011,1
060376037043012,2
060376037043013,2
060376037043014,2
060376037043015,4
060376038011000,19
060376038011001,6
060376038011003,3
060376038011004,4
060376038011006,52
060376038011007,376
060376038011008,87
060376038011009,14
060376038011010,45
060376038012001,3
060376038012002,47
060376038012003,1
060376038012004,30
060376038012005,62
060376038013000,56
060376038013001,7
060376038013002,1
060376038013003,1
060376038013004,2
060376038013005,107
060376038021000,16
060376038021001,35
060376038021002,18
060376038021003,14
060376038021004,10
060376038021005,100
060376038021006,140
060376038021007,3
060376038022000,194
060376038022002,4
060376038022003,1
060376038022004,74
060376038022005,1
060376038022008,7
060376038022009,152
060376039001000,72
060376039001001,37
060376039001003,11
060376039001005,1
060376039001006,5
060376039001008,28
060376039001010,43
060376039001011,73
060376039001012,4
060376039002000,49
060376039002001,92
060376039002003,5
060376039002005,32
060376039002006,1
060376039002010,1
060376039002011,133
060376039002012,5
060376039002013,27
060376039002014,3
060376039002015,219
060376039002016,7
060376039002020,9
060376039002021,1
060376039003000,22
060376039003002,1
060376039003003,1
060376039003007,1
060376039003008,2
060376039003009,223
060376039003010,55
060376039003011,3
060376039003012,3
060376039003013,2
060376039003014,195
060376039004000,2
060376039004001,233
060376039004003,9
060376039004004,4
060376039004005,2
060376039004006,3
060376039004007,26
060376039004008,56
060376039004011,129
060376039004012,4
060376039004013,6
060376039004014,2
060376039004015,13
060376039004016,41
060376039004020,50
060376039004021,87
060376039004022,27
060376039004023,15
060376039005001,2
060376039005002,98
060376039005003,18
060376039005004,2
060376039005005,5
060376039005006,34
060376039006000,77
060376039006001,4
060376039006002,7
060376039006003,6
060376039006004,13
060376039006006,3
060376039006009,2
060376039006010,53
060376039006011,1
060376039006013,206
060376039006014,46
060376040011000,168
060376040011001,2
060376040011002,8
060376040011003,15
060376040011004,3
060376040011005,94
060376040011006,25
060376040011007,14
060376040011009,8
060376040011010,4
060376040011011,3
060376040011015,21
060376040011017,1
060376040011018,11
060376040011019,2
060376040011020,1
060376040011021,24
060376040012000,61
060376040012001,8
060376040012004,3
060376040012005,1
060376040012006,136
060376040012007,2
060376040012008,7
060376040012009,1
060376040012010,8
060376040012011,3
060376040012013,15
060376040012014,9
060376040013000,2
060376040013002,22
060376040013003,3
060376040013004,4
060376040013005,8
060376040021000,19
060376040021004,4
060376040021005,5
060376040021006,5
060376040021008,3
060376040021009,17
060376040021011,2
060376040021012,85
060376040021013,5
060376040021016,4
060376040022000,10
060376040022001,2
060376040022002,3
060376040022003,2
060376040022004,8
060376040022005,10
060376040022011,36
060376040022012,69
060376040022013,3
060376040022014,7
060376040022015,4
060376040022016,128
060376040023000,129
060376040023001,9
060376040023002,4
060376040023003,8
060376040023004,5
060376040024000,10
060376040024002,8
060376040024003,5
060376040024004,3
060376041001000,8
060376041001001,4
060376041001002,2
060376041001005,3
060376041001006,2
060376041001007,3
060376041001008,22
060376041001009,2
060376041002000,1
060376041002001,2
060376041002002,3
060376041002003,2
060376041002004,5
060376041002005,4
060376041002006,1
060376041002007,13
060376041003000,4
060376041003001,19
060376041003002,77
060376041003003,2
060376041003006,1
060376041003007,13
060376041003009,9
060376041003011,1
060376041003013,3
060376041003014,8
060376041003016,6
060376041004000,12
060376041004001,6
060376041004003,1
060376041004006,7
060376041004007,27
060376041004012,1
060376041004013,4
060376041004014,5
060376041004015,5
060376041004016,1
060376041004018,20
060376041004019,21
060376041004020,34
060376041004021,28
060376041004023,16
060376041005000,1
060376041005001,12
060376041005002,11
060376041005003,1
060376041005004,2
060376041005005,3
060376041005006,8
060376041005007,1
060376041005008,6
060376041005009,49
060376041005010,8
060376041005011,16
060376041005013,21
060376099001000,54
060376099001001,6
060376099001002,2
060376099001004,26
060376099001006,1
060376099001007,4
060376099001008,3
060376099001011,1
060376099002000,83
060376099002002,2
060376099002006,13
060376099002007,263
060376099002008,4
060376099002009,65
060376200011000,3232
060376200011001,147
060376200011005,30
060376200011006,88
060376200011007,202
060376200011008,1
060376200011010,2
060376200011011,13
060376200011012,89
060376200011013,8
060376200012000,78
060376200012001,9
060376200012002,97
060376200012009,4
060376200012010,2
060376200012011,41
060376200013001,24
060376200013002,8
060376200013003,1
060376200013009,3
060376200013010,7
060376200013013,1
060376200013014,1
060376200013015,10
060376200021001,3
060376200021004,3
060376200021007,4
060376200021013,7
060376200021015,2
060376200021016,34
060376200021017,38
060376200021018,49
060376200021019,92
060376200021020,47
060376200021021,82
060376200021022,168
060376200021023,2
060376200021025,49
060376200021026,188
060376200021027,4
060376200022000,100
060376200022002,9
060376200022003,42
060376200022006,2
060376200022007,106
060376200022010,364
060376200022011,509
060376200022012,115
060376200022013,39
060376200022014,629
060376200022015,327
060376200022016,359
060376200022017,18
060376200022018,1
060376200022020,95
060376200022021,84
060376200022022,132
060376200022023,187
060376200022024,398
060376200023000,20
060376200023001,5
060376200023002,2
060376200023004,41
060376200023005,41
060376200023007,1
060376201011001,15
060376201011002,1
060376201011003,5
060376201011004,3
060376201011006,28
060376201011009,1
060376201011010,3
060376201011011,2
060376201011013,3
060376201011014,276
060376201012000,2
060376201012001,4
060376201012002,9
060376201012003,7
060376201012004,6
060376201012005,10
060376201012006,1
060376201012008,2
060376201012009,4
060376201012012,3
060376201012013,17
060376201012014,2
060376201012015,36
060376201012016,18
060376201012017,85
060376201012018,1
060376201013001,23
060376201013002,5
060376201013003,4
060376201013004,3
060376201013005,19
060376201013006,1
060376201013007,4
060376201013008,1
060376201013009,30
060376201013010,3
060376201021004,2
060376201021006,1
060376201021007,14
060376201021008,168
060376201021012,1
060376201021013,14
060376201021015,53
060376201021016,71
060376201021017,1
060376201021018,22
060376201021019,1
060376201021020,439
060376201021021,474
060376201021022,51
060376201021023,21
060376201021024,25
060376201022000,7
060376201022001,133
060376201022002,209
060376201022004,309
060376201022005,39
060376201022006,13
060376201022007,90
060376201022008,2
060376201022009,37
060376201022010,2
060376201022012,1
060376201022013,1
060376201022014,51
060376201022015,3
060376201022016,227
060376201022017,37
060376201022018,7
060376201022019,210
060376201022020,27
060376201022021,60
060376201022022,12
060376201022023,46
060376201022024,6
060376201022025,3
060376201022026,69
060376201022027,147
060376201022028,46
060376201023002,1
060376201023003,10
060376201023005,1
060376201023006,3
060376201023007,10
060376201023008,5
060376201023011,2
060376201023014,23
060376201023015,2
060376201023016,6
060376201023019,1
060376201023023,2
060376201023025,5
060376201023027,2
060376202011002,1
060376202011006,3
060376202011008,14
060376202011009,1
060376202011012,18
060376202011013,3
060376202011014,2
060376202011017,4
060376202011018,3
060376202012003,2
060376202012005,1
060376202012006,7
060376202012007,1
060376202012013,4
060376202012014,8
060376202012017,4
060376202012018,1
060376202012019,63
060376202012020,19
060376202012021,32
060376202012023,7
060376202012024,18
060376203011000,181
060376203011001,4
060376203011002,4
060376203011003,1
060376203011004,1
060376203011005,1
060376203011007,4
060376203011008,4
060376203011009,2
060376203011010,4
060376203011012,21
060376203011014,2
060376203011016,1
060376203011017,5
060376203011018,2
060376203012001,7
060376203012004,1
060376203012005,2
060376203012006,2
060376203012011,1
060376203012012,10
060376203012013,3
060376203012014,1
060376203012015,4
060376203012017,3
060376203012018,2
060376203012019,2
060376203012020,1
060376203012021,2
060376203013000,5
060376203013002,3
060376203013003,3
060376203013004,16
060376203013006,4
060376203013007,9
060376203013008,1
060376203013009,1
060376203013011,3
060376203013012,6
060376203013015,22
060376203013018,4
060376203014000,1
060376203014002,2
060376203014004,6
060376203014006,3
060376203014007,2
060376203014011,1
060376203014012,2
060376203031000,18
060376203031001,2
060376203031002,1
060376203031004,67
060376203031005,31
060376203031006,84
060376203031008,3
060376203031009,2
060376203031010,2
060376203031011,46
060376203031012,78
060376203031013,3
060376203031015,7
060376203031016,1
060376203031017,4
060376203031019,10
060376203031020,9
060376203031021,2
060376203032000,117
060376203032001,2
060376203032002,2
060376203032003,3
060376203032004,4
060376203032006,4
060376203032007,122
060376203032009,1
060376203032010,1
060376203032011,1
060376203032012,3
060376203032013,676
060376203032014,37
060376203032015,50
060376203032016,34
060376203032017,13
060376203032018,36
060376203032019,153
060376203033000,10
060376203033001,6
060376203033002,2
060376203033004,6
060376203033005,2
060376203033007,6
060376203033010,2
060376203033011,2
060376203033012,6
060376203033013,1
060376203034002,1
060376203034003,1
060376203034004,2
060376203034005,5
060376203034006,7
060376203034008,2
060376203034010,8
060376203034011,4
060376203034016,2
060376203034018,1
060376203051000,2
060376203051001,4
060376203051002,5
060376203051003,78
060376203051004,52
060376203051007,18
060376203051008,13
060376203051012,15
060376203051020,29
060376203051021,13
060376203051024,19
060376203052000,25
060376203052001,18
060376203052002,11
060376203052003,2
060376203052006,2
060376203052008,1
060376203052013,1
060376203052014,4
060376203052015,1
060376203052020,1
060376203052021,1
060376203052022,1
060376203052023,9
060376203052024,3
060376203052027,1
060376203052028,12
060376203052029,2
060376203052030,4
060376203052031,8
060376203052033,4
060376203053000,3
060376203053004,37
060376203053005,14
060376203053006,2
060376203053009,6
060376203053012,1
060376203053014,2
060376203053017,4
060376203053021,2
060376203053022,1
060376203053023,12
060376203053024,23
060376203053025,1
060376203053030,1
060376203054001,11
060376203054002,21
060376203054006,2
060376203054007,1
060376203054008,9
060376203054009,4
060376203054010,2
060376203055000,60
060376203055002,1
060376203055003,2
060376203055005,37
060376203055007,3
060376203055022,8
060376203055024,1
060376203055027,3
060376203055030,2
060376203055033,1
060376203055034,14
060376203055035,2
060376203056001,504
060376203056002,4
060376203056004,3
060376203056008,4
060376203056011,1
060376203056012,5
060376203056013,31
060376203056017,7
060376203056018,4
060376203056020,1
060376203056021,10
060376203056022,13
060376203056023,10
060376203056024,397
060376203056025,5
060376203056026,250
060376203056027,207
060376203056028,84
060376203056029,8
060376203056030,42
060376203056031,64
060376203056032,11
060376203056035,34
060376203056036,91
060376203056037,162
060376203056038,215
060376203057002,3
060376203057010,21
060376203057011,2
060376203057014,2
060376203057019,1
060376203057023,2
060376203057024,2
060376203057026,2
060376203057027,3
060376203057031,1
060376203057032,1
060376203057034,2
060376203057035,1
060376203057039,1
060376203057041,16
060376203057047,1
060376203057049,1
060376203057050,2
060376203057051,1
060376203057054,6
060376203057058,7
060376203057059,1
060376204001000,600
060376204001001,1381
060376204001002,1
060376204001006,1275
060376204001008,1200
060376204001009,1860
060376204001010,97
060376204001011,18
060376204001012,1
060376204001013,9
060376204001014,4
060376204001015,9
060376204001019,4
060376204001021,3
060376204001023,1
060376204002000,4
060376204002001,7
060376204002004,2
060376204002007,4
060376204002009,175
060376204003000,3
060376204003004,6
060376204003005,4
060376204003006,2
060376204003007,155
060376204004003,58
060376204004007,16
060376204004010,28
060376204004011,195
060376204004012,6
060376204004014,15
060376204004015,610
060376204004016,2
060376204004018,55
060376204004019,3
060376205011000,6
060376205011001,6
060376205011002,7
060376205011003,1
060376205011005,3
060376205011006,3
060376205012000,13
060376205012005,23
060376205012006,55
060376205012007,1
060376205012008,12
060376205012010,82
060376205013000,217
060376205013002,81
060376205013004,1631
060376205013005,66
060376205013007,1
060376205013008,44
060376205013009,14
060376205013012,5
060376205013013,1
060376205013014,7
060376205013017,1
060376205013018,3
060376205013019,10
060376205013020,120
060376205014000,97
060376205014001,18
060376205014002,1
060376205014003,11
060376205014004,8
060376205014006,2
060376205015000,1
060376205015001,5
060376205015004,5
060376205016001,4940
060376205016002,1495
060376205016004,9
060376205016005,11
060376205016006,8
060376205016007,5
060376205016008,2
060376205016010,2
060376205016011,2
060376205016012,2
060376205211001,23
060376205211003,9
060376205211004,5
060376205211005,5
060376205211006,1
060376205211007,8
060376205211008,7
060376205211009,2
060376205211010,7
060376205211011,1
060376205212001,2
060376205212002,2
060376205212003,1
060376205212004,2
060376205212005,9
060376205212006,7
060376205212007,7
060376205212008,20
060376205212009,7
060376205213000,45
060376205213001,1
060376205213002,15
060376205213003,11
060376205213004,1
060376205213005,94
060376205213006,154
060376205213007,49
060376205214000,3
060376205214001,5
060376205214002,7
060376205214003,4
060376205214004,1
060376205214005,3
060376205214007,8
060376205214008,3
060376205221000,14
060376205221001,6
060376205221002,8
060376205221003,6
060376205221004,10
060376205221005,1
060376205221006,27
060376205221007,21
060376205221008,44
060376205222001,7
060376205222002,7
060376205222003,8
060376205222004,8
060376205222005,8
060376205222006,4
060376205222007,1
060376205222008,3
060376205222010,9
060376205222011,2
060376205223000,5
060376205223001,3
060376205223002,15
060376205223003,9
060376205223004,1
060376205223005,3
060376205223006,7
060376205223007,1
060376205223008,9
060376205223009,77
060376206011000,1
060376206011002,21
060376206011003,2258
060376206011004,14
060376206011005,1
060376206011007,119
060376206011008,2
060376206011009,5
060376206011010,21
060376206011011,2
060376206011012,2
060376206011015,191
060376206011016,2
060376206011020,35
060376206012000,28
060376206012001,73
060376206012002,10
060376206012003,2
060376206012004,7
060376206012005,3
060376206012006,6
060376206012008,3
060376206012009,2
060376206013001,5
060376206013002,45
060376206013003,1
060376206013004,1
060376206013005,2
060376206013006,2
060376206013007,2
060376206013008,3
060376206014000,31
060376206014001,54
060376206014002,63
060376206014003,4
060376206014004,4
060376206014005,3
060376206014006,8
060376206014007,1
060376206014008,8
060376206014009,1
060376206014011,9
060376206021000,6
060376206021001,1
060376206021003,25
060376206021005,10
060376206021008,38
060376206021009,6
060376206021010,3
060376206021011,38
060376206022004,3
060376206022005,2
060376206022006,4
060376206022007,2
060376206022008,2
060376206022009,52
060376206023000,398
060376206023002,1
060376206023003,2
060376206023007,3
060376206023008,19
060376206023009,6
060376206023010,57
060376206024002,3
060376206024003,3
060376206024004,1
060376206024006,6
060376206024008,48
060376206024009,7
060376206024010,159
060376206024011,1
060376206024012,3
060376206025000,7
060376206025001,1
060376206025002,1
060376206025003,3
060376206025004,27
060376206025005,2
060376206025007,24
060376206025008,1
060376207011000,166
060376207011001,34
060376207011002,47
060376207011004,1
060376207011005,2
060376207011006,2
060376207011007,4
060376207011008,2
060376207011010,1
060376207011013,39
060376207011014,5
060376207012000,173
060376207012001,3
060376207012002,13
060376207012003,21
060376207012004,12
060376207012005,1
060376207012006,18
060376207012007,7
060376207012008,3
060376207012009,3
060376207012010,5
060376207012012,1
060376207012013,75
060376207013000,3
060376207013002,4
060376207013003,3
060376207013004,3
060376207013006,2
060376207013007,84
060376207013008,60
060376207013009,2
060376207014000,1
060376207014001,4
060376207014003,13
060376207014006,24
060376207014008,16
060376207014009,2
060376207014010,1
060376207014011,4
060376207014013,4
060376207014014,13
060376207014016,25
060376207021003,1
060376207021004,1
060376207021008,7
060376207021009,4
060376207021010,1
060376207021012,2
060376207022001,7
060376207022002,4
060376207022003,1
060376207022004,4
060376207022005,2
060376207022007,3
060376207022008,2
060376207022009,2
060376207022011,1
060376207022012,2
060376207022013,5
060376207022014,12
060376207023000,3
060376207023001,1
060376207023002,2
060376207023003,4
060376207023004,41
060376207023007,1
060376207023008,8
060376207023009,3
060376207023010,1
060376207023011,17
060376207023012,1
060376207023014,1
060376207024001,5
060376207024004,9
060376207024005,1
060376207024010,4
060376207024013,1
060376207024014,7
060376207025001,1
060376207025003,15
060376207025005,67
060376207025006,13
060376207025007,2
060376207025009,1
060376207025011,17
060376207025014,9
060376207025017,2
060376208001000,54
060376208001001,146
060376208001003,1
060376208001004,1
060376208001005,36
060376208001006,93
060376208001008,5
060376208001009,7
060376208001010,3
060376208002000,3
060376208002001,2
060376208002002,15
060376208002004,8
060376208002005,8
060376208002007,54
060376208002008,1
060376208002009,1
060376208002010,5
060376208002011,1
060376208002013,8
060376208002014,2
060376208002015,2
060376208003000,2
060376208003001,1
060376208003002,5
060376208003003,4
060376208003004,1
060376208003006,3
060376208003007,7
060376208003008,2
060376208003009,1
060376208003010,4
060376208003011,543
060376208003012,5
060376208003013,2
060376208003014,4
060376208003016,2
060376208004003,2
060376208004004,5
060376208004005,2
060376208004007,1
060376208004008,5
060376208004010,3
060376208004011,2
060376208005000,21
060376208005001,1
060376208005002,13
060376208005003,1
060376208005004,23
060376208005005,47
060376208005006,1
060376208005007,9
060376208005008,33
060376208005009,16
060376208005010,6
060376208005011,1
060376208005013,107
060376208005014,10
060376208005015,2
060376208006000,16
060376208006002,3
060376208006003,39
060376208006004,376
060376208006005,74
060376208006007,157
060376208006009,6
060376208006010,1
060376208006011,209
060376208006012,393
060376208007002,1
060376208007004,3
060376208007006,4
060376208007007,13
060376208007008,3
060376208008000,6
060376208008002,4
060376208008003,6
060376208008006,3
060376208008008,1
060376208008009,7
060376208008010,12
060376208008011,94
060376208008012,40
060376208008013,6
060376209011000,55
060376209011001,131
060376209011002,82
060376209011003,8
060376209011005,87
060376209011006,96
060376209011007,1
060376209011009,15
060376209011011,8
060376209011013,3
060376209011015,1
060376209011017,12
060376209011019,79
060376209011020,4
060376209011021,28
060376209011022,4
060376209011024,1
060376209011025,1
060376209011026,2
060376209011027,4
060376209011028,1
060376209012000,483
060376209012002,2
060376209012003,9
060376209012005,2
060376209012006,6
060376209012007,17
060376209012008,27
060376209012013,3
060376209012014,10
060376209012015,227
060376209012016,3
060376209013000,24
060376209013001,13
060376209013002,8
060376209013007,3
060376209013009,2
060376209013010,2
060376209013011,1
060376209013013,2
060376209013017,6
060376209013021,1
060376209013022,5
060376209013024,1
060376209041000,218
060376209041001,925
060376209041002,182
060376209041003,252
060376209041005,20
060376209041007,6
