block,Total Employment
060373008001021,1277
060373008001023,180
060373008002000,82
060373008002005,11
060373008002008,479
060373008002009,75
060373008002011,146
060373008002012,23
060373008002013,121
060373008002014,82
060373008002015,1
060373008002016,26
060373008002017,57
060373008002019,27
060373008002020,4
060373008002021,12
060373008002027,740
060373008002028,87
060373008002031,127
060373008002032,7
060373008003000,19
060373008003001,24
060373008003003,2
060373008003009,2
060373008003010,7
060373008003013,9
060373008003014,4
060373008004000,19
060373008004001,7
060373008004007,6
060373008004008,7
060373008004009,49
060373008004010,5
060373008004011,2
060373008004014,18
060373008004015,2
060373008004017,9
060373008004018,2
060373008004019,17
060373008004020,1
060373008004021,10
060373008005002,11
060373008005008,3
060373008005009,5
060373008005013,7
060373009011000,24
060373009011002,3
060373009011003,40
060373009011004,3
060373009011005,3
060373009011006,4
060373009011007,4
060373009011008,23
060373009011012,4
060373009011013,2
060373009012000,73
060373009012001,11
060373009012002,5
060373009012003,2
060373009012004,14
060373009012005,8
060373009013000,29
060373009013001,35
060373009013003,50
060373009013004,21
060373009013005,2
060373009013006,14
060373009013007,2
060373009013008,7
060373009013009,12
060373009013010,6
060373009013011,2
060373009013012,17
060373009013015,10
060373009013018,1
060373009013021,9
060373009013024,7
060373009013026,5
060373009021001,66
060373009021004,1
060373009021005,3
060373009021006,10
060373009021007,9
060373009021008,6
060373009022000,75
060373009022001,3
060373009022002,3
060373009022003,4
060373009022004,1
060373009022005,16
060373009022006,6
060373009022009,19
060373010001000,127
060373010001001,5
060373010001002,8
060373010001003,61
060373010001005,4
060373010002002,23
060373010002003,1
060373010002006,7
060373010002007,47
060373010002008,21
060373010002009,7
060373010003003,17
060373010003004,40
060373010003006,2
060373010003011,9
060373010003012,2691
060373010003013,11
060373010003014,130
060373010003015,25
060373010003016,120
060373010003019,81
060373010003020,30
060373010004000,62
060373010004003,165
060373010004004,5
060373010004006,4
060373010004007,17
060373010004009,15
060373010004010,3
060373010004011,11
060373010004012,237
060373010004014,106
060373011001000,3
060373011001001,4
060373011001002,3
060373011001003,4
060373011001005,7
060373011001006,7
060373011001007,1
060373011001008,9
060373011001009,1
060373011002000,2
060373011002002,5
060373011002003,6
060373011002004,3
060373011002005,5
060373011002008,1
060373011002009,6
060373011002010,2
060373011002011,3
060373011002012,8
060373011003000,3
060373011003001,15
060373011003002,2
060373011003003,1
060373011003004,9
060373011003005,9
060373011003006,15
060373011003007,5
060373011003008,6
060373011003009,25
060373011003010,78
060373011003011,19
060373011003012,97
060373011004000,2
060373011004001,2
060373011004002,4
060373011004003,5
060373011004006,16
060373011004007,5
060373011004008,12
060373011004009,6
060373011004010,1
060373011004011,3
060373011005000,53
060373011005001,75
060373011005002,41
060373011005003,47
060373011005004,141
060373011006000,83
060373011006001,34
060373011006002,8
060373011006003,7
060373011006004,44
060373011006005,16
060373011006006,129
060373011006008,13
060373011006009,39
060373011006014,108
060373011006015,231
060373012031000,114
060373012031001,36
060373012031002,140
060373012031003,346
060373012031004,9
060373012031005,8
060373012031006,23
060373012032000,173
060373012032001,7
060373012032002,13
060373012032003,102
060373012032004,78
060373012032005,25
060373012041000,711
060373012041001,24
060373012041002,15
060373012041003,12
060373012041004,151
060373012041006,85
060373012042000,472
060373012042001,87
060373012042002,49
060373012043000,70
060373012043001,55
060373012043002,35
060373012043003,99
060373012043004,26
060373012043005,15
060373012043006,141
060373012051000,8
060373012051001,3
060373012051003,3
060373012051005,9
060373012051006,13
060373012051007,7
060373012051008,7
060373012051009,7
060373012052000,10
060373012052002,6
060373012052003,13
060373012053000,3
060373012053001,13
060373012053002,11
060373012053003,3
060373012053004,148
060373012053005,2
060373012053006,7
060373012053007,37
060373012061000,274
060373012061001,81
060373012061002,14
060373012061003,79
060373012062000,193
060373012062001,14
060373012062003,4
060373012062004,2
060373012062005,13
060373012062006,7
060373012062007,25
060373012062010,52
060373012063000,27
060373012063001,4
060373012063002,14
060373012063003,3
060373012063004,9
060373012063005,9
060373012063007,1
060373012063008,3
060373012063010,29
060373012063011,2
060373012063012,7
060373012064000,70
060373012064001,20
060373012064002,43
060373012064003,166
060373012064004,247
060373012064005,15
060373012064006,33
060373012064007,52
060373013001004,35
060373013001006,4
060373013001009,8
060373013001011,3
060373013001012,7
060373013001013,1
060373013001015,1
060373013002000,23
060373013002004,6
060373013002006,2
060373013002007,2
060373013002009,2
060373013002012,31
060373013002013,2
060373013002014,7
060373013002015,15
060373013002016,2
060373014001002,13
060373014001004,6
060373014001005,20
060373014001006,6
060373014001008,13
060373014001009,7
060373014001010,1
060373014001011,8
060373014001012,3
060373014002000,5
060373014002001,20
060373014002002,3
060373014002004,2
060373014002005,3
060373014002006,6
060373014002007,8
060373014002008,2
060373014002009,36
060373014002010,4
060373014002011,3
060373014002014,7
060373014002016,8
060373014002017,32
060373014002018,1
060373014003002,4
060373014003004,33
060373014003005,6
060373014003006,6
060373014003008,2
060373014003010,4
060373014003011,10
060373014003012,75
060373014003013,2
060373014004000,6
060373014004002,17
060373014004004,1
060373014004005,4
060373014004006,4
060373014004008,14
060373014004009,1
060373014004010,1
060373014004011,3
060373015011000,22
060373015011001,18
060373015011002,8
060373015011003,8
060373015011004,19
060373015011005,18
060373015011006,46
060373015012000,4
060373015012001,14
060373015012002,2
060373015012003,5
060373015012004,3
060373015012005,30
060373015012006,1
060373015012007,2
060373015012008,2
060373015012009,4
060373015012010,7
060373015012011,3
060373015012012,22
060373015012013,6
060373015012014,2
060373015012015,3
060373015012016,6
060373015012017,23
060373015012018,3
060373015012019,23
060373015012020,3
060373015021000,59
060373015021001,8
060373015021002,77
060373015021003,13
060373015021004,182
060373015021005,16
060373015021006,37
060373015021007,14
060373015021008,51
060373015022000,128
060373015022001,222
060373015022002,137
060373015022003,58
060373015022004,49
060373015022005,91
060373015022006,31
060373015022007,50
060373015022008,28
060373015022009,24
060373015022010,110
060373015023000,2
060373015023001,11
060373015023002,43
060373015023003,28
060373015023004,7
060373015023005,45
060373015023006,34
060373015023007,23
060373015023009,36
060373015023012,22
060373015023013,128
060373015023014,87
060373016011000,8
060373016011001,71
060373016011002,35
060373016011003,39
060373016011004,21
060373016011005,35
060373016011006,4
060373016011007,80
060373016011008,25
060373016011009,3
060373016011011,21
060373016011013,2
060373016011014,67
060373016011015,30
060373016011016,680
060373016011018,69
060373016011019,50
060373016011020,204
060373016011022,26
060373016011023,695
060373016011024,37
060373016011025,128
060373016011026,38
060373016011027,135
060373016012000,41
060373016012001,32
060373016012002,36
060373016012003,60
060373016012004,20
060373016012005,20
060373016012006,92
060373016012007,12
060373016012008,1185
060373016012009,6
060373016012010,9
060373016012011,7
060373016012013,57
060373016012014,290
060373016012015,20
060373016012016,8
060373016012017,39
060373016012018,20
060373016012019,11
060373016012020,366
060373016012021,671
060373016012022,1835
060373016012024,6
060373016012025,1136
060373016012026,2
060373016012027,169
060373016012028,4
060373016012030,1021
060373016013000,95
060373016013001,95
060373016013002,193
060373016013003,93
060373016013004,16
060373016013005,19
060373016013006,24
060373016013007,50
060373016013008,2
060373016013009,75
060373016013010,9
060373016013011,220
060373016013012,11
060373016013013,82
060373016013014,262
060373016013015,223
060373016013016,103
060373016013019,3
060373016014000,14
060373016014001,76
060373016014002,58
060373016014003,15
060373016014004,29
060373016014005,55
060373016014006,63
060373016014007,92
060373016014008,23
060373016021001,6
060373016021002,8
060373016021009,141
060373016021010,159
060373016021011,19
060373016021012,15
060373016021013,3
060373016021014,4
060373016021017,138
060373016021020,24
060373016021023,10
060373016021024,93
060373016021025,6
060373016021026,5
060373016021027,59
060373016021032,7
060373016021034,54
060373016021037,3
060373016021038,5
060373016022001,10
060373016022002,1
060373016022004,45
060373016022006,9
060373016022008,3
060373016022009,8
060373016023000,66
060373016023001,17
060373016023002,58
060373016023003,2
060373016023004,66
060373016023005,5
060373016023009,1
060373016023010,41
060373016023011,45
060373016023015,1
060373016023016,15
060373016023019,26
060373016023022,4
060373016023023,29
060373017011000,19
060373017011001,27
060373017011002,16
060373017011003,13
060373017011004,8
060373017011005,7
060373017011006,6
060373017011007,11
060373017011008,42
060373017011009,24
060373017011011,3
060373017011012,38
060373017011013,1
060373017011015,152
060373017011016,5
060373017011017,89
060373017011018,31
060373017011019,3
060373017011020,4
060373017011022,728
060373017012000,69
060373017012002,11
060373017012003,8
060373017012004,3
060373017012006,11
060373017012007,1
060373017012008,9
060373017012009,9
060373017012010,2
060373017012011,13
060373017012012,2
060373017012013,10
060373017012014,9
060373017012015,1
060373017012016,35
060373017012017,10
060373017012018,1
060373017012019,6
060373017012020,40
060373017012021,8
060373017012022,6
060373017012024,8
060373017012025,3
060373017012028,11
060373017012030,26
060373017012031,678
060373017012032,46
060373017012033,72
060373017012034,4
060373017012035,124
060373017021001,37
060373017021002,10
060373017021003,43
060373017021004,32
060373017021005,22
060373017021006,28
060373017021007,16
060373017021008,36
060373017021009,27
060373017022000,16
060373017022001,8
060373017022002,2
060373017022003,11
060373017022004,20
060373017022005,18
060373017022006,31
060373017022007,48
060373017022008,92
060373017022009,6
060373017023000,17
060373017023001,51
060373017023002,274
060373017023003,12
060373017024002,45
060373017024005,6
060373017024006,382
060373017024007,42
060373017024008,64
060373017024009,67
060373017024010,555
060373017024011,171
060373017024012,140
060373017024013,75
060373017024014,9
060373018011000,209
060373018011001,33
060373018011002,417
060373018011003,67
060373018011004,59
060373018012001,1488
060373018012003,92
060373018012004,18
060373018012005,130
060373018012006,138
060373018012007,33
060373018012008,1187
060373018012009,1528
060373018012010,46
060373018012011,70
060373018012012,81
060373018013000,192
060373018013001,209
060373018013004,16
060373018013005,399
060373018013006,337
060373018013007,2840
060373018013009,258
060373018013011,1183
060373018021000,363
060373018021001,2
060373018021002,524
060373018021003,62
060373018021004,46
060373018021005,32
060373018021006,64
060373018021007,39
060373018021008,29
060373018021009,87
060373018021010,1376
060373018021011,4
060373018021012,45
060373018021013,266
060373018021014,2602
060373018021015,134
060373018022000,1106
060373018022001,76
060373018022002,92
060373018022003,36
060373018022004,75
060373018022005,108
060373019001003,403
060373019001005,485
060373019001006,424
060373019001007,73
060373019001008,43
060373019001009,50
060373019001011,39
060373019001017,1
060373019001019,5
060373019001021,34
060373019001022,197
060373019001023,218
060373019001024,1
060373019001025,26
060373019001026,19
060373019001027,29
060373019001028,9
060373019001029,23
060373019002001,42
060373019002005,132
060373019002006,11
060373019002007,32
060373019002008,5
060373019002009,79
060373019002010,246
060373019003000,4
060373019003001,5
060373019003002,11
060373019003003,19
060373019003008,12
060373019003009,4
060373019003016,60
060373019003017,289
060373019003018,116
060373019003019,9
060373019003020,2
060373019003021,9
060373019003022,13
060373019003023,85
060373019004000,1
060373019004001,37
060373019004002,61
060373019004003,45
060373019004004,38
060373019004005,35
060373019004006,80
060373019004007,182
060373019004008,1432
060373019004009,411
060373019004010,700
060373020021000,25
060373020021001,20
060373020021002,179
060373020021003,40
060373020021004,173
060373020021005,479
060373020021006,316
060373020021007,501
060373020021008,133
060373020021009,14
060373020021010,105
060373020021011,518
060373020022000,43
060373020022001,31
060373020022002,29
060373020022003,31
060373020022004,30
060373020022005,23
060373020022006,48
060373020022007,19
060373020022008,1249
060373020022009,44
060373020022010,88
060373020022012,47
060373020022013,1346
060373020023001,440
060373020023002,57
060373020023003,26
060373020023004,17
060373020023005,25
060373020023006,687
060373020023007,724
060373020031000,32
060373020031001,89
060373020031002,113
060373020031003,35
060373020031004,90
060373020031005,51
060373020031006,68
060373020031007,22
060373020031008,72
060373020031009,35
060373020031010,42
060373020031011,93
060373020031012,51
060373020031013,297
060373020031014,45
060373020041000,189
060373020041001,59
060373020041002,74
060373020041003,45
060373020041004,63
060373020041005,67
060373020041006,78
060373020041007,117
060373020041008,87
060373020041009,159
060373021021000,5
060373021021001,4
060373021021002,59
060373021021003,56
060373021021004,3
060373021021006,27
060373021021009,2
060373021022000,15
060373021022001,19
060373021022002,149
060373021022003,83
060373021022004,37
060373021022005,17
060373021022006,25
060373021023000,22
060373021023001,34
060373021023002,13
060373021023003,17
060373021023004,23
060373021023005,19
060373021023006,371
060373021023007,17
060373021023008,27
060373021024000,13
060373021024001,3
060373021024002,10
060373021024003,61
060373021024004,1
060373021024005,5
060373021024006,27
060373021024007,18
060373021024008,38
060373021025000,5
060373021025002,6
060373021025004,2
060373021025005,3
060373021025006,12
060373021025007,4
060373021025008,3
060373021025011,8
060373021031000,76
060373021031001,122
060373021031002,65
060373021031003,23
060373021032000,155
060373021032001,59
060373021032002,92
060373021032003,156
060373021032004,130
060373021032005,112
060373021033000,145
060373021033001,22
060373021033002,83
060373021033003,65
060373021033004,31
060373021033005,10
060373021033006,52
060373021041000,10
060373021041001,18
060373021041002,13
060373021041003,388
060373021042000,47
060373021042001,105
060373021042002,49
060373021042003,128
060373021042004,46
060373021043001,46
060373021043003,2
060373021043004,115
060373021043005,8
060373021043006,104
060373021043010,11
060373021043011,28
060373021043012,21
060373021043013,5
060373021043014,12
060373021043015,2
060373021043016,30
060373022011000,143
060373022011001,20
060373022011002,140
060373022011003,25
060373022011004,44
060373022011005,31
060373022011006,28
060373022011007,119
060373022012000,47
060373022012001,44
060373022012002,88
060373022012003,86
060373022012004,98
060373022012005,160
060373022013000,199
060373022013001,86
060373022013002,185
060373022013003,45
060373022013004,70
060373022013005,103
060373022013006,39
060373022013007,54
060373022013008,4
060373022013009,87
060373022013010,244
060373022013011,135
060373022013012,181
060373022013013,65
060373022013014,42
060373022013015,384
060373022013016,46
060373022013017,104
060373022013019,79
060373022021000,140
060373022021001,265
060373022021002,112
060373022021003,103
060373022022000,72
060373022022001,142
060373022022002,40
060373022022003,59
060373022022004,41
060373022022005,32
060373022023000,128
060373022023001,14
060373022023002,63
060373022023003,76
060373022023005,19
060373022023006,24
060373022023007,20
060373022023008,11
060373022024000,45
060373022024001,92
060373023011000,486
060373023011001,3
060373023011002,72
060373023011003,154
060373023011004,53
060373023011005,37
060373023011006,382
060373023011007,37
060373023012000,5581
060373023012001,1252
060373023012002,345
060373023012003,49
060373023012004,31
060373023012005,264
060373023012006,304
060373023012007,81
060373023021000,34
060373023021001,116
060373023021002,103
060373023022000,208
060373023022001,74
060373023022002,40
060373023022003,154
060373023022004,64
060373023022005,79
060373023023000,94
060373023023001,304
060373023023002,206
060373023024000,123
060373023024001,54
060373023024003,67
060373023024004,3
060373023024005,95
060373023024006,26
060373023024008,128
060373024011000,511
060373024011001,93
060373024011002,90
060373024011003,63
060373024011004,77
060373024011005,69
060373024012000,51
060373024012001,129
060373024012002,83
060373024012003,70
060373024012004,15
060373024012005,2
060373024012006,893
060373024012007,39
060373024013000,29
060373024013001,126
060373024013002,350
060373024013003,246
060373024013004,166
060373024013006,440
060373024013007,7
060373024013008,6
060373024013009,122
060373024013010,27
060373024013012,177
060373024013013,163
060373024013014,22
060373024013015,223
060373024013016,76
060373024013017,2
060373024013018,19
060373024013019,7
060373024013020,62
060373024013021,130
060373024013022,90
060373024013023,11
060373024013024,20
060373024014000,39
060373024014001,193
060373024014004,1
060373024014005,6
060373024014006,34
060373024014007,232
060373024014008,33
060373024014010,82
060373024014011,20
060373024014012,42
060373024014013,23
060373024014014,16
060373024015000,170
060373024015001,99
060373024015002,8
060373024015003,14
060373024015004,11
060373024015005,170
060373024015006,8
060373024015007,33
060373024015008,792
060373024015009,214
060373025031000,58
060373025031001,76
060373025031002,181
060373025032000,211
060373025033000,68
060373025033001,43
060373025033002,29
060373025033003,81
060373025041000,182
060373025041001,191
060373025042000,100
060373025042002,381
060373025042003,206
060373025042004,66
060373025042005,78
060373025043000,61
060373025043001,60
060373025043002,116
060373025043003,30
060373025051000,129
060373025051001,105
060373025051002,10
060373025051003,31
060373025051004,154
060373025051005,55
060373025051006,78
060373025051007,75
060373025051008,2
060373025051009,80
060373025051010,34
060373025051011,5
060373025051015,71
060373025052000,74
060373025052001,64
060373025052002,4
060373025052003,77
060373025053001,15
060373025053003,155
060373025053004,47
060373025053005,52
060373025053006,4
060373025053007,11
060373025053008,188
060373025053009,49
060373025053010,38
060373025053015,107
060373025061000,109
060373025062000,12
060373025062001,6
060373025062002,664
060373025062004,5
060373025062005,129
060373025062007,20
060373025062008,42
060373025062009,3
060373025062010,3
060373025062011,2
060373025062018,4
060373025063000,1
060373025063001,71
060373025063002,138
060373025063003,14
060373025063004,4
060373025063005,40
060373101001001,193
060373101001006,28
060373101001008,41
060373101001014,2
060373101001015,15
060373101001020,2
060373101001021,2
060373101002000,4
060373101002001,5
060373101002002,3
060373101002003,5
060373101002004,63
060373101002005,1
060373101002006,4
060373101002007,31
060373101002010,4
060373101003000,1
060373101003001,2
060373101003004,17
060373101003005,1
060373101003011,1
060373101003012,14
060373101003013,103
060373101003014,9
060373101003015,6
060373101003016,6
060373101003017,4
060373101003018,29
060373101004000,40
060373101004003,34
060373101004006,2
060373101004008,3
060373102011000,10
060373102011001,4
060373102011002,2
060373102011003,2
060373102011004,5
060373102011005,27
060373102011006,2
060373102011007,6
060373102011008,5
060373102011010,1
060373102011011,5
060373102011012,2
060373102011013,3
060373102011014,4
060373102011015,6
060373102011016,1
060373102011017,1
060373102012000,2
060373102012001,2
060373102012002,2
060373102012003,26
060373102012007,2
060373102012008,1
060373102012009,8
060373102012010,4
060373102012011,5
060373102012012,17
060373102012013,1
060373102012014,12
060373102012017,1
060373102012020,23
060373102012021,1
060373102012022,2
060373102012024,3
060373102012025,13
060373102012027,5
060373102013000,6
060373102013002,1
060373102013003,1
060373102013004,2
060373102013006,7
060373102013007,24
060373102013008,61
060373102013009,3
060373102013010,6
060373102014000,20
060373102014001,21
060373102014002,4
060373102014003,2
060373102014004,4
060373102014005,5
060373102014006,1
060373102014007,3
060373102014008,20
060373102014009,8
060373102014010,8
060373102014011,8
060373102014012,2
060373102014013,9
060373102021000,1
060373102021001,1
060373102021002,39
060373102021003,16
060373102021005,17
060373102021006,14
060373102021007,11
060373102021008,12
060373102021009,18
060373102021010,3
060373102021012,10
060373102021013,4
060373102021014,3
060373102021016,3
060373102022000,2
060373102022001,2
060373102022002,2
060373102022003,2
060373102022004,4
060373102022005,2
060373102022006,3
060373102022007,2
060373102022008,15
060373102022009,7
060373102022010,11
060373102022011,5
060373102022012,13
060373102022013,32
060373102022014,13
060373102022015,27
060373102022016,9
060373102022017,16
060373102022018,17
060373102022019,12
060373102022020,7
060373102022021,19
060373102023000,3
060373102023001,4
060373102023002,3
060373102023003,4
060373102023006,20
060373102023007,10
060373102023008,8
060373102023009,19
060373102023010,3
060373102023012,3
060373102023014,4
060373103001000,2
060373103001001,4
060373103001002,6
060373103001003,4
060373103001004,1
060373103001005,4
060373103001006,4
060373103001007,133
060373103001008,3
060373103001009,1
060373103001010,2
060373103002000,10
060373103002001,3
060373103002002,1
060373103002003,4
060373103002004,5
060373103002005,2
060373103002006,2
060373103003000,4
060373103003001,1
060373103003002,1
060373103003003,1
060373103003004,1
060373103003005,3
060373103003006,1
060373103003007,1
060373103003008,99
060373103004001,4
060373103004002,21
060373103004003,2
060373103004004,2
060373103004005,3
060373103004006,3
060373103004007,6
060373103004009,2
060373104001003,3
060373104001004,3
060373104001006,16
060373104001007,91
060373104001008,3
060373104001009,3
060373104001010,7
060373104001011,10
060373104001012,10
060373104001013,31
060373104001014,2
060373104002000,5
060373104002001,5
060373104002002,9
060373104002003,9
060373104002006,3
060373104002007,11
060373104002008,6
060373104002009,2
060373104002010,3
060373104002011,3
060373104002012,2
060373104002013,4
060373104002014,2
060373104002015,9
060373104002016,3
060373104003000,2
060373104003001,6
060373104003002,1
060373104003004,2
060373104003006,88
060373104003007,59345
060373104003008,10
060373104003012,295
060373104003013,191
060373104003014,39
060373104003015,81
060373104003016,69
060373104003026,6
060373104003028,5
060373104003029,5
060373104003031,5
060373104003033,2
060373104003034,12
060373104003035,5
060373104003036,7
060373104003037,85
060373104003038,65
060373105011001,36
060373105011002,123
060373105011003,1
060373105011004,44
060373105011005,34
060373105011012,405
060373105011013,85
060373105011014,286
060373105011015,1
060373105011018,3
060373105011019,34
060373105011020,37
060373105011024,10
060373105011025,41
060373105011026,1209
060373105011027,24164
060373105011028,1325
060373105011029,610
060373105011031,327
060373105011033,73
060373105012000,818
060373105012001,150
060373105012002,34
060373105012003,9
060373105012005,1238
060373105012006,15
060373105012007,59
060373105012008,1042
060373105012009,283
060373105012010,163
060373105012011,2541
060373105012013,37
060373105012014,17
060373105012015,6
060373105012016,18
060373105012017,71
060373105012018,33
060373105013000,48
060373105013001,145
060373105013002,6
060373105013003,94
060373105013004,198
060373106011000,58
060373106011001,139
060373106012000,8
060373106012001,28
060373106012002,79
060373106012004,2
060373106012019,113
060373106012020,30
060373106012021,113
060373106012023,532
060373106012024,84
060373106012025,1
060373106012027,5
060373106012029,965
060373106012032,9
060373106012034,5
060373106012036,1
060373106012037,17
060373106012038,197
060373106012042,22
060373106013000,15
060373106013001,7
060373106013002,13
060373106013003,3
060373106013005,50
060373106013006,5
060373106013008,4
060373106021000,1
060373106021002,3
060373106021003,3
060373106021007,1
060373106021009,1
060373106021012,6
060373106021013,13
060373106021015,134
060373106021016,112
060373106021017,265
060373106021018,223
060373106021019,96
060373106022000,2
060373106022001,1
060373106022004,7
060373106022005,2
060373106022006,3
060373106022008,28
060373106022010,3
060373106022012,1
060373106022013,16
060373106022017,18
060373106022019,9
060373106022020,14
060373106022021,5
060373106022023,93
060373107011000,2
060373107011001,5
060373107011002,9
060373107011003,43
060373107011004,43
060373107011005,29
060373107011006,19
060373107011007,6
060373107011008,2
060373107011009,23
060373107012000,196
060373107012002,1160
060373107012004,5
060373107012005,137
060373107012006,346
060373107012007,294
060373107012008,160
060373107012012,79
060373107012013,83
060373107021000,18
060373107021001,8
060373107021002,13
060373107021003,15
060373107021005,11
060373107021006,116
060373107021008,10
060373107021009,10
060373107021010,15
060373107021011,140
060373107021012,82
060373107021013,78
060373107021014,11
060373107021015,3
060373107021016,29
060373107021017,337
060373107021018,1195
060373107021019,354
060373107021020,468
060373107021021,135
060373107021022,13
060373107021023,13
060373107022000,438
060373107022001,475
060373107022002,486
060373107022003,27
060373107022004,70
060373107022005,59
060373107022006,331
060373107022007,2913
060373107022008,7
060373107022009,79
060373107022010,89
060373107022011,15
060373107022012,44
060373107022014,24
060373107022015,178
060373107022016,143
060373107022017,118
060373107022018,202
060373107022019,362
060373107022020,1002
060373107022021,31
060373107022022,35
060373107022023,80
060373107022026,414
060373107022028,97
060373107022029,9
060373107022030,33
060373107022032,632
060373107022037,35
060373107023000,21
060373107023001,16
060373107023002,119
060373107023003,16
060373107023004,58
060373107023005,33
060373107023006,17
060373107023007,19
060373107023008,23
060373107023009,60
060373107023010,9
060373107023011,6
060373107023012,36
060373107023013,68
060373107031000,80
060373107031001,47
060373107031002,1
060373107031003,6
060373107031004,3
060373107031005,27
060373107031006,3
060373107031007,10
060373107031008,8
060373107031009,14
060373107031010,41
060373107031011,81
060373107031012,6
060373107031013,9
060373107031014,8
060373107031015,16
060373107031016,10
060373107031017,28
060373107031018,3
060373107031019,26
060373107031020,33
060373107031022,15
060373107032001,6
060373107032002,26
060373107032003,1516
060373107032004,35
060373107032005,28
060373107032006,39
060373107032007,32
060373107032008,28
060373107032009,185
060373107032010,2
060373107032011,1527
060373107032012,146
060373107032013,8
060373107032017,112
060373107032018,177
060373107032019,105
060373107032020,240
060373107032021,15
060373107032022,32
060373107032023,222
060373107032025,196
060373107032026,12
060373107032027,77
060373107032028,50
060373107032029,287
060373107032030,79
060373107032031,132
060373107032032,9
060373107032033,39
060373107032035,42
060373108001000,171
060373108001001,85
060373108001002,338
060373108001003,137
060373108001004,348
060373108001005,93
060373108001008,73
060373108001009,110
060373108001010,69
060373108001012,96
060373108001013,278
060373108001014,23
060373108001015,163
060373108001016,19
060373108001017,3
060373108001018,29
060373108001019,13
060373108001020,16
060373108002002,281
060373108002003,172
060373108002004,134
060373108002005,38
060373108002006,32
060373108002007,70
060373108002008,10
060373108002009,8
060373108002010,5
060373108002011,4
060373108002012,2
060373108002013,2
060373108002015,13
060373108002016,107
060373108002017,362
060373108002018,112
060373108003000,105
060373108003001,1
060373108003002,37
060373108003003,127
060373108003004,79
060373108003005,9
060373108003006,17
060373108003007,34
060373108003008,18
060373108004000,5
060373108004001,9
060373108004002,83
060373108004003,69
060373108004005,7
060373108004006,8
060373108004007,8
060373108004010,52
060373108004011,13
060373108004012,17
060373108004013,7
060373108005000,13
060373108005001,61
060373108005002,26
060373108005003,4
060373108005004,8
060373108005007,8
060373108005008,59
060373108005009,24
060373108005010,208
060373108005015,4
060373108005020,3
060373108005021,2
060373108005022,1
060373108005025,16
060373109001000,105
060373109001001,14
060373109001002,1
060373109001003,12
060373109001005,1
060373109001006,4
060373109001007,1
060373109001008,1
060373109001010,605
060373109001011,4
060373109001014,1
060373109001016,1
060373109001019,9
060373109001020,37
060373109001021,29
060373109001022,38
060373109002000,7
060373109002002,18
060373109002003,9
060373109002004,20
060373109002005,60
060373109002006,10
060373109002007,1
060373109002008,11
060373109002009,38
060373109002010,3
060373109002011,52
060373109002012,480
060373109002013,2
060373109002014,3
060373109002015,6
060373109002016,2
060373109002018,5
060373109002023,1
060373109002024,2
060373109002028,43
060373109002029,3
060373109002030,5
060373109003000,3
060373109003001,49
060373109003002,18
060373109003004,8
060373109003006,1
060373109003007,5
060373109003008,1
060373109003013,1
060373109004001,4
060373109004003,1
060373109004004,1
060373109004005,39
060373109004007,9
060373109004008,81
060373109004009,67
060373109004011,3
060373109004012,14
060373109004013,39
060373109004014,84
060373109004015,17
060373109004016,1
060373109004017,3
060373109004018,3
060373109004020,71
060373109004023,4
060373109004024,2
060373109004025,3
060373109004026,13
060373109004028,18
060373109005000,3
060373109005001,2
060373109005003,2
060373109005004,12
060373109005006,6
060373109005007,9
060373109005008,15
060373109005009,28
060373109005010,57
060373109005011,81
060373109005012,7
060373109005013,15
060373109005014,65
060373109005015,10
060373109006000,10
060373109006001,16
060373109006002,5
060373109006003,23
060373109006005,15
060373109006006,1
060373109006007,47
060373109006008,4
060373109006011,5
060373109006012,3
060373109006018,7
060373109006019,4
060373109006023,1
060373109006024,37
060373109006025,62
060373109006026,2
060373109006027,38
060373109006028,1
060373110001001,641
060373110001002,117
060373110001003,208
060373110001004,3
060373110001006,3
060373110001007,10
060373110001009,1
060373110001010,6
060373110001011,701
060373110001012,9
060373110001013,1
060373110002000,140
060373110002003,1
060373110002004,3
060373110002006,1
060373110002007,61
060373110002009,1
060373110002010,3
060373110002011,18
060373110002013,42
060373110003000,177
060373110003001,2
060373110003002,6
060373110003005,1
060373110003007,7
060373110003008,14
060373110003009,10
060373110003010,7
060373110003011,3
060373110003012,3
060373110003013,3
060373110003014,1
060373110003015,7
060373110003016,8
060373110004003,26
060373110004004,7
060373110004005,3
060373110004007,4
060373110004009,2
060373110004010,20
060373110004011,6
060373110004012,1
060373111001001,137
060373111001002,125
060373111001003,781
060373111001005,29
060373111001006,288
060373111001015,4
060373111001017,12
060373111001018,2
060373111001020,18
060373111001021,9
060373111001022,2
060373111001023,2
060373111001024,87
060373111002000,28
060373111002001,3
060373111002002,3
060373111002003,28
060373111002006,7
060373111002007,3
060373111002008,10
060373111002009,25
060373111002010,10
060373111002011,7
060373111002012,2
060373111002013,1
060373111002014,19
060373111002015,15
060373111002017,3
060373111002018,4
060373111003000,11
060373111003002,236
060373111003003,3
060373111003004,8
060373111003005,1
060373111003006,1
060373111003007,1
060373111003011,6
060373111003014,2
060373112001001,6
060373112001003,5
060373112001004,4
060373112001005,6
060373112001006,87
060373112001007,12
060373112001009,4
060373112001010,36
060373112001011,47
060373112001012,42
060373112001014,13
060373112001018,2
060373112001019,4
060373112001021,8
060373112002000,2
060373112002001,1
060373112002007,10
060373112002008,14
060373112002011,2
060373112002013,33
060373112002014,55
060373112002016,19
